student_course_id,total_clicks,active_days,resources_accessed,is_sparse
2692327_CCC_2014B,2295,145,112,False
2692384_BBB_2013B,975,113,73,False
269243_FFF_2013B,4064,143,220,False
269245_FFF_2013J,577,19,66,False
2692514_AAA_2014J,6649,277,54,False
2692577_DDD_2014B,985,81,132,False
2692632_FFF_2013J,596,24,54,False
2692948_DDD_2014B,493,47,53,False
2692969_BBB_2014J,2404,223,81,False
2693243_DDD_2013B,2643,163,234,False
2693772_BBB_2013J,20,1,7,True
269388_CCC_2014J,981,45,63,False
2693932_FFF_2014J,2154,76,103,False
2694139_FFF_2014J,1344,65,90,False
2694424_AAA_2013J,4218,206,68,False
2694680_FFF_2013J,48,12,11,False
2694788_AAA_2014J,100,21,14,False
2694886_DDD_2014B,911,73,104,False
2694919_BBB_2014J,804,52,51,False
2694933_DDD_2013B,935,76,130,False
269508_FFF_2013J,2249,74,172,False
269510_BBB_2014J,319,21,39,False
2695362_GGG_2014B,546,29,32,False
2695608_DDD_2013J,3252,132,199,False
269575_DDD_2014J,2058,124,129,False
269584_FFF_2014J,1310,90,92,False
269593_FFF_2013B,210,10,41,False
2696376_DDD_2014B,282,30,28,False
269676_CCC_2014B,2922,134,97,False
269676_DDD_2013B,3126,181,194,False
269677_FFF_2013B,284,7,40,False
2697181_CCC_2014B,1554,106,56,False
269730_FFF_2014B,4241,157,117,False
2697608_FFF_2013J,26,3,11,False
2697630_FFF_2014B,961,33,96,False
269764_EEE_2013J,782,60,32,False
2697773_DDD_2013B,148,8,34,False
2697885_FFF_2014B,1911,108,160,False
2697921_FFF_2013J,1967,75,117,False
2697921_FFF_2014J,1465,59,75,False
2698125_FFF_2013J,990,42,60,False
2698251_DDD_2014B,1511,77,171,False
2698257_AAA_2013J,758,69,61,False
2698535_CCC_2014B,752,34,34,False
2698535_EEE_2013J,3307,110,46,False
269856_DDD_2014J,1067,108,85,False
2698577_BBB_2014J,711,37,69,False
2698588_BBB_2014J,605,46,56,False
270393_DDD_2013J,914,96,96,False
270399_BBB_2013B,22,4,9,True
270421_FFF_2014J,2311,46,96,False
270435_DDD_2013B,588,32,74,False
270468_DDD_2013B,168,6,69,False
270493_DDD_2013J,266,13,51,False
270502_DDD_2014J,485,87,53,False
270567_BBB_2013B,793,97,29,False
270638_EEE_2013J,2093,118,58,False
270646_BBB_2013J,190,19,27,False
270764_EEE_2014J,38,4,6,False
270814_DDD_2013B,2330,163,232,False
270988_EEE_2014J,1514,73,65,False
271036_BBB_2013B,868,56,91,False
271047_BBB_2014J,7,1,4,True
27116_CCC_2014J,1793,126,114,False
271206_DDD_2013J,158,13,20,False
271251_AAA_2013J,3289,128,93,False
271274_FFF_2013J,109,9,23,False
271346_BBB_2013J,195,19,7,False
271467_BBB_2014B,156,14,16,False
271526_CCC_2014J,147,7,26,False
271526_DDD_2013J,645,59,121,False
27189_FFF_2014B,2214,53,91,False
271974_DDD_2014B,985,82,86,False
272000_BBB_2014J,190,11,18,False
272172_BBB_2013J,242,29,22,False
272313_DDD_2013B,122,8,28,False
272580_BBB_2013B,741,66,46,False
272617_BBB_2013J,26,6,4,False
272617_BBB_2014J,71,2,9,False
272623_FFF_2013J,664,56,68,False
272701_FFF_2014B,25,6,6,False
272704_FFF_2014J,1,1,1,True
273339_DDD_2013B,404,38,53,False
273346_AAA_2014J,2059,143,75,False
273442_FFF_2013J,2842,138,186,False
273605_FFF_2013B,1156,46,76,False
273731_BBB_2013B,704,46,47,False
273782_FFF_2013J,3364,123,155,False
273877_BBB_2013B,352,18,34,False
27417_DDD_2013J,410,30,46,False
27417_DDD_2014J,100,12,15,False
274218_EEE_2014B,1454,76,40,False
274247_BBB_2013J,202,22,26,False
274443_FFF_2013J,1891,92,135,False
274712_DDD_2013J,86,10,27,False
274947_AAA_2014J,251,26,25,False
274964_DDD_2013J,830,43,48,False
274967_EEE_2014J,1520,51,50,False
274971_BBB_2013J,580,36,84,False
275006_BBB_2014B,251,25,14,False
275006_BBB_2014J,575,39,39,False
275112_BBB_2014B,527,29,41,False
275127_FFF_2014J,184,7,24,False
275136_GGG_2014J,416,28,40,False
275151_FFF_2013B,5497,178,254,False
275162_EEE_2013J,1146,54,33,False
275180_BBB_2014J,3568,146,114,False
275232_DDD_2013J,1446,81,161,False
275296_BBB_2014J,165,18,18,False
275297_CCC_2014J,1365,85,114,False
275297_DDD_2014J,1031,110,168,False
275309_DDD_2014J,850,62,75,False
275674_AAA_2014J,2090,117,60,False
275711_CCC_2014J,3503,99,118,False
275792_AAA_2014J,605,60,46,False
275882_CCC_2014J,10,2,4,True
276265_FFF_2014B,3621,81,127,False
276265_FFF_2014J,3272,71,118,False
276314_FFF_2013B,1710,87,96,False
276337_FFF_2014J,272,22,37,False
276388_FFF_2013J,2202,106,132,False
276717_BBB_2013B,2755,164,49,False
276808_FFF_2013J,2767,114,168,False
276830_GGG_2013J,283,21,24,False
27683_FFF_2014B,1518,50,129,False
276857_DDD_2013J,1369,102,146,False
276893_GGG_2014J,850,58,38,False
276925_BBB_2013J,495,40,61,False
276925_BBB_2014J,547,30,44,False
276935_DDD_2014J,2335,162,131,False
277044_FFF_2013B,3944,121,234,False
277123_AAA_2014J,537,37,45,False
277166_DDD_2014B,548,42,52,False
277384_FFF_2014J,1310,37,57,False
277412_DDD_2013J,229,24,42,False
277537_BBB_2013J,321,13,13,False
277577_FFF_2013B,6,3,2,True
277577_FFF_2014B,4493,182,149,False
277596_DDD_2013J,1163,105,156,False
27759_BBB_2013J,366,46,36,False
277729_DDD_2013J,395,57,67,False
277733_BBB_2013B,704,59,39,False
27780_EEE_2014B,518,41,39,False
277812_BBB_2013J,1343,162,45,False
277880_AAA_2013J,1998,78,63,False
277880_AAA_2014J,12,5,3,True
277967_BBB_2014J,1155,50,73,False
278155_FFF_2014B,5480,200,191,False
278272_BBB_2013J,274,37,30,False
278282_FFF_2013B,322,15,39,False
278380_FFF_2014J,2538,90,108,False
278413_CCC_2014J,265,19,38,False
278447_BBB_2013B,511,55,38,False
278600_CCC_2014J,87,9,11,False
278786_EEE_2014B,648,34,35,False
278794_BBB_2013J,523,79,24,False
278861_CCC_2014B,8331,170,96,False
27891_BBB_2013B,301,21,25,False
27891_BBB_2014B,47,3,7,False
278955_FFF_2013J,1060,55,70,False
278962_GGG_2014B,647,42,51,False
279085_FFF_2013J,4439,156,245,False
279117_DDD_2014J,243,38,16,False
279238_BBB_2014J,9,1,4,True
27935_DDD_2013J,813,54,108,False
279440_FFF_2014J,2633,99,188,False
279572_AAA_2013J,1166,63,57,False
279653_FFF_2014J,4477,151,207,False
279747_GGG_2013J,10471,256,66,False
279750_FFF_2013J,6619,213,215,False
279755_FFF_2014B,1902,81,107,False
279839_GGG_2014B,295,16,20,False
279868_CCC_2014B,280,40,30,False
279868_DDD_2013J,355,37,51,False
279879_CCC_2014J,105,8,12,False
279883_CCC_2014B,85,11,17,False
279883_CCC_2014J,19,4,7,True
279883_DDD_2013J,63,4,19,False
279883_FFF_2014J,292,11,40,False
280017_EEE_2013J,1735,111,68,False
280054_BBB_2014J,207,12,26,False
280140_BBB_2013J,107,4,21,False
280151_BBB_2013J,71,8,13,False
280152_BBB_2014J,1553,79,90,False
28046_DDD_2013J,661,51,79,False
280541_DDD_2013J,35,7,4,False
28061_AAA_2014J,1590,148,82,False
280962_BBB_2013B,67,5,4,False
281022_AAA_2013J,492,49,45,False
281077_AAA_2014J,895,74,55,False
281118_DDD_2013B,756,60,65,False
281134_FFF_2014J,4110,162,157,False
281172_DDD_2014J,859,85,87,False
281250_AAA_2013J,130,15,24,False
281252_DDD_2014J,20,2,6,True
281261_CCC_2014B,553,22,46,False
281271_DDD_2013B,478,23,84,False
281564_BBB_2013B,2442,144,28,False
281589_AAA_2013J,59,8,12,False
281619_GGG_2013J,362,29,21,False
281636_AAA_2014J,2663,143,84,False
281638_FFF_2013J,2787,108,143,False
281651_FFF_2013B,3456,126,135,False
281656_EEE_2013J,351,30,31,False
281799_DDD_2014J,89,6,16,False
281801_CCC_2014B,1917,57,84,False
281920_DDD_2014J,1026,122,89,False
281970_FFF_2014J,22,3,10,True
282038_BBB_2013J,187,8,40,False
282193_CCC_2014B,4221,160,81,False
282193_DDD_2013B,1718,145,99,False
282317_DDD_2013J,2468,174,121,False
282385_FFF_2013J,28,5,11,False
282388_GGG_2014B,623,41,48,False
282498_DDD_2014J,1,1,1,True
282585_EEE_2013J,13,4,5,True
282713_BBB_2014B,652,62,30,False
282785_BBB_2013J,74,6,10,False
282806_FFF_2014B,1690,46,77,False
282821_AAA_2013J,1961,87,69,False
282849_FFF_2014J,4833,126,150,False
282879_FFF_2013B,5433,191,163,False
282962_GGG_2014B,3,2,2,True
282975_FFF_2013J,3729,139,232,False
283035_GGG_2014B,189,12,15,False
283050_FFF_2013B,1107,53,77,False
283055_FFF_2013B,1209,47,76,False
283131_BBB_2014B,386,34,43,False
283133_EEE_2013J,2264,76,44,False
283230_FFF_2013B,4203,92,157,False
283348_FFF_2013B,3240,96,182,False
283402_FFF_2014J,4227,131,196,False
283535_DDD_2013J,300,40,38,False
283564_BBB_2014B,534,58,48,False
283618_CCC_2014J,556,32,41,False
283618_DDD_2013B,1338,96,161,False
283783_DDD_2013B,444,31,61,False
283798_CCC_2014B,710,48,78,False
283953_FFF_2013J,3762,119,152,False
283978_BBB_2014B,42,4,5,False
28400_AAA_2013J,1435,80,84,False
284036_FFF_2013J,2192,52,86,False
284076_BBB_2013B,557,45,37,False
284095_CCC_2014J,840,99,82,False
284095_EEE_2014J,1828,122,64,False
28418_CCC_2014B,325,22,38,False
284246_BBB_2014J,2229,87,108,False
284326_DDD_2013B,538,30,66,False
284395_FFF_2013J,4489,167,180,False
284540_DDD_2013J,121,10,15,False
284540_DDD_2014B,209,18,36,False
284593_BBB_2014B,14,4,4,True
284636_FFF_2013J,287,7,34,False
284734_DDD_2013B,51,9,18,False
284741_CCC_2014J,9,2,4,True
284741_DDD_2014J,171,14,43,False
284742_FFF_2013J,46,2,12,False
284762_BBB_2014J,808,36,69,False
284812_CCC_2014B,2986,123,112,False
284906_BBB_2013J,405,55,24,False
285050_BBB_2013J,370,73,16,False
285085_DDD_2013J,121,14,29,False
285096_DDD_2013B,3324,237,228,False
285170_CCC_2014B,3288,92,108,False
285170_EEE_2014B,1653,77,61,False
285193_GGG_2014B,658,40,34,False
285223_GGG_2014B,131,13,18,False
285315_AAA_2014J,1152,57,56,False
285391_FFF_2013B,2049,77,73,False
285412_CCC_2014J,306,16,29,False
285412_DDD_2014B,1492,97,157,False
285470_BBB_2014J,142,13,29,False
285475_CCC_2014B,1041,83,42,False
285475_DDD_2013B,1409,157,123,False
285481_DDD_2014J,4050,181,119,False
285557_DDD_2013J,701,49,108,False
285567_BBB_2014B,3052,130,113,False
285633_BBB_2013B,287,20,34,False
285637_CCC_2014J,196,14,13,False
285705_GGG_2013J,461,21,35,False
285861_GGG_2014B,13,2,5,True
285912_BBB_2013B,600,97,38,False
285934_EEE_2014J,3830,121,68,False
285996_FFF_2013B,3163,130,133,False
286067_FFF_2013B,116,7,18,False
286160_GGG_2013J,1183,71,49,False
286262_EEE_2013J,333,18,19,False
286262_EEE_2014J,480,41,43,False
286338_BBB_2014J,1398,93,91,False
286402_BBB_2013J,1650,121,83,False
286422_FFF_2013B,2483,147,166,False
286442_FFF_2013J,50,3,16,False
286449_DDD_2013J,114,8,25,False
286449_DDD_2014B,126,13,25,False
286484_FFF_2014B,156,12,33,False
286488_AAA_2013J,1046,68,76,False
286527_EEE_2013J,290,18,18,False
286527_EEE_2014J,388,29,30,False
286658_CCC_2014J,2734,74,97,False
286690_BBB_2013J,237,18,22,False
286762_GGG_2013J,443,30,40,False
286778_FFF_2014J,2784,101,115,False
286842_DDD_2013J,683,65,62,False
286914_BBB_2014B,505,47,74,False
286947_BBB_2014J,824,42,81,False
287040_AAA_2014J,2267,113,91,False
287079_FFF_2013J,94,8,17,False
287079_FFF_2014J,2657,112,111,False
287099_FFF_2013B,3655,92,156,False
287107_BBB_2013J,4770,164,51,False
287204_AAA_2014J,1839,81,81,False
287210_AAA_2014J,3273,212,79,False
287258_FFF_2014J,3615,134,195,False
287309_BBB_2013J,648,80,46,False
287432_DDD_2013B,1469,124,194,False
287526_DDD_2013B,727,52,116,False
287548_AAA_2013J,481,47,53,False
287679_BBB_2013J,1286,66,52,False
287715_FFF_2014J,147,7,34,False
287783_DDD_2013J,981,109,84,False
28787_CCC_2014J,631,59,38,False
287897_CCC_2014J,4,1,2,True
287897_DDD_2014J,173,21,24,False
287954_DDD_2014J,231,37,41,False
288086_BBB_2014J,426,33,41,False
28808_FFF_2014B,232,18,35,False
288282_EEE_2013J,3757,174,56,False
288380_BBB_2013B,18,3,3,True
288407_DDD_2014B,18,2,10,True
288655_BBB_2014J,64,3,17,False
288769_EEE_2013J,2,1,2,True
288967_BBB_2014B,689,92,49,False
28897_FFF_2014B,3046,135,205,False
288990_BBB_2013B,87,4,10,False
288994_AAA_2014J,134,4,13,False
289009_CCC_2014B,565,50,53,False
289009_DDD_2013J,272,53,60,False
289108_BBB_2014B,1834,85,99,False
289221_FFF_2013J,6178,202,231,False
289247_FFF_2014J,2417,107,107,False
289304_FFF_2013J,3454,136,175,False
289397_CCC_2014B,41,4,13,False
289397_CCC_2014J,23,3,10,True
289397_EEE_2014B,406,25,38,False
289449_AAA_2014J,1325,107,78,False
289529_DDD_2013J,25,2,10,False
28952_CCC_2014J,105,12,21,False
289564_DDD_2013B,934,53,93,False
289618_FFF_2013B,686,22,75,False
289618_FFF_2014J,12,1,3,True
289676_FFF_2014J,145,3,24,False
289753_BBB_2013J,239,21,21,False
289826_FFF_2013J,92,7,27,False
289965_BBB_2013J,108,11,15,False
290043_CCC_2014J,125,7,25,False
290043_DDD_2013B,224,49,49,False
290089_BBB_2013J,1260,124,51,False
290164_AAA_2014J,5789,166,121,False
290184_BBB_2014J,248,24,28,False
290201_AAA_2013J,1740,108,65,False
290252_FFF_2013B,2539,25,149,False
290371_DDD_2013J,254,19,35,False
290382_CCC_2014B,158,12,15,False
290382_EEE_2013J,2489,106,63,False
290521_FFF_2013J,1436,57,125,False
290550_BBB_2013B,177,31,27,False
290658_GGG_2013J,225,34,17,False
290757_AAA_2013J,434,33,37,False
290854_GGG_2014J,1166,61,42,False
290914_BBB_2014B,146,20,27,False
291005_DDD_2014B,1474,95,134,False
291037_BBB_2013B,569,51,62,False
291133_DDD_2013B,2865,195,233,False
291156_CCC_2014J,256,25,34,False
291159_FFF_2013B,2928,62,144,False
291194_BBB_2013B,689,60,45,False
291237_FFF_2013J,3320,176,132,False
291334_AAA_2013J,5230,229,99,False
29144_BBB_2013B,1908,123,138,False
291516_FFF_2013J,764,45,73,False
291544_BBB_2013J,628,61,42,False
291674_CCC_2014J,1264,61,44,False
291674_EEE_2014B,1915,78,49,False
291745_FFF_2013J,11278,218,310,False
291805_CCC_2014B,1753,49,84,False
291844_BBB_2014B,722,61,51,False
291848_BBB_2014B,134,14,27,False
291937_GGG_2014J,138,10,15,False
291960_FFF_2013B,6157,201,190,False
292027_BBB_2013B,108,17,6,False
292136_GGG_2013J,460,43,41,False
292525_AAA_2014J,311,26,43,False
292537_BBB_2013J,339,43,36,False
292694_DDD_2013B,139,11,30,False
292694_DDD_2013J,776,87,91,False
292713_DDD_2013B,321,39,30,False
292741_DDD_2013B,19,2,10,True
292775_AAA_2014J,1859,109,74,False
293162_CCC_2014J,1724,144,102,False
293317_FFF_2013J,2119,53,115,False
293321_CCC_2014J,3,1,2,True
29335_FFF_2013J,8454,230,209,False
293387_BBB_2014J,1970,74,93,False
293454_FFF_2014B,665,43,61,False
293670_EEE_2014B,54,5,8,False
293686_CCC_2014J,4282,188,130,False
293686_EEE_2014B,3458,159,64,False
293699_AAA_2013J,187,28,35,False
293712_BBB_2013J,466,40,36,False
293754_BBB_2013J,990,84,56,False
293760_BBB_2013J,157,14,21,False
293824_AAA_2014J,7858,261,86,False
293853_DDD_2013J,395,30,57,False
293989_BBB_2014J,268,12,54,False
293992_BBB_2014B,451,44,35,False
294112_CCC_2014J,977,69,53,False
294112_FFF_2014J,2042,77,95,False
29411_CCC_2014J,317,19,29,False
29411_DDD_2013J,841,77,111,False
294134_BBB_2014J,1138,62,91,False
29420_CCC_2014J,780,49,64,False
294219_FFF_2014J,4440,146,157,False
294364_DDD_2013J,1771,73,137,False
294381_BBB_2013B,338,43,24,False
294496_AAA_2014J,1422,147,59,False
294513_BBB_2014B,1925,114,26,False
294570_AAA_2013J,1718,119,85,False
294594_AAA_2013J,863,94,52,False
294655_AAA_2014J,2217,132,72,False
294679_FFF_2013B,1579,54,78,False
294920_FFF_2014J,2820,54,112,False
294929_FFF_2014J,3421,140,94,False
294961_BBB_2013B,536,27,43,False
294999_BBB_2013B,54,6,9,False
295060_AAA_2014J,1097,126,38,False
295075_AAA_2014J,1516,53,64,False
295118_DDD_2014J,2462,175,172,False
295255_FFF_2013J,6215,134,120,False
295728_BBB_2014B,296,29,27,False
295741_AAA_2013J,709,87,50,False
295741_FFF_2014B,2310,109,95,False
295754_BBB_2013B,626,72,32,False
295893_CCC_2014B,413,28,21,False
295893_FFF_2014J,118,4,22,False
296100_FFF_2013J,47,6,12,False
296138_DDD_2014J,552,72,77,False
296222_CCC_2014J,3,1,2,True
296222_EEE_2014J,1183,89,53,False
296232_BBB_2014B,620,56,27,False
296332_AAA_2013J,2152,124,91,False
29639_CCC_2014J,5718,245,103,False
29639_EEE_2014B,3402,212,59,False
296411_CCC_2014B,1111,79,72,False
296424_AAA_2014J,1694,141,69,False
296725_CCC_2014J,390,20,30,False
296849_DDD_2013J,10,5,3,True
296904_FFF_2014B,2200,46,117,False
296911_FFF_2013B,9,6,3,True
296993_GGG_2013J,566,39,39,False
297014_FFF_2014B,3058,112,134,False
297166_CCC_2014J,998,38,65,False
297179_BBB_2014B,809,26,78,False
297179_BBB_2014J,2588,76,158,False
297218_FFF_2014J,2061,100,127,False
297341_FFF_2014J,2369,81,138,False
297382_DDD_2013J,32,3,16,False
297484_BBB_2013B,2785,118,48,False
29764_CCC_2014B,2549,89,82,False
297685_BBB_2014J,1072,47,76,False
29769_FFF_2013J,1567,71,96,False
297806_BBB_2014J,126,4,23,False
297853_EEE_2013J,2353,118,56,False
297990_GGG_2013J,592,46,25,False
298034_AAA_2014J,1671,97,71,False
298040_CCC_2014B,10059,215,123,False
298040_DDD_2013B,6766,222,254,False
298148_EEE_2014J,678,43,50,False
298186_GGG_2013J,516,38,30,False
298187_BBB_2014J,1051,41,79,False
29820_CCC_2014B,981,71,87,False
29820_EEE_2014B,1444,106,64,False
298303_BBB_2014J,893,36,71,False
298322_BBB_2013B,514,44,95,False
298402_DDD_2013J,3114,193,147,False
298476_BBB_2013B,1014,68,49,False
298497_DDD_2013B,2039,104,135,False
298696_AAA_2013J,514,58,44,False
298777_CCC_2014J,7,2,2,True
298777_DDD_2014J,522,58,53,False
298838_AAA_2014J,1604,118,73,False
298911_DDD_2013J,82,6,19,False
298961_BBB_2014J,466,21,60,False
299027_BBB_2014B,24,3,11,False
299237_FFF_2013B,4681,161,169,False
299281_FFF_2013J,5255,172,169,False
299473_DDD_2013J,1129,124,90,False
299536_GGG_2014B,304,37,17,False
299707_EEE_2014J,1274,67,61,False
29985_GGG_2014B,760,52,44,False
299886_FFF_2013J,3861,88,187,False
299949_DDD_2014B,1259,71,123,False
300057_DDD_2014J,163,30,32,False
300059_CCC_2014B,293,27,32,False
300264_FFF_2013B,1395,56,104,False
300398_AAA_2013J,1997,108,55,False
300508_GGG_2013J,625,36,41,False
300592_DDD_2014B,597,60,63,False
300592_EEE_2013J,876,64,39,False
300594_CCC_2014B,266,32,31,False
300611_CCC_2014B,591,41,42,False
300611_CCC_2014J,408,42,31,False
300819_BBB_2014J,385,20,47,False
30091_BBB_2013J,1309,64,60,False
30096_CCC_2014J,637,54,73,False
301036_DDD_2014J,5,5,1,True
301074_FFF_2014J,2629,117,154,False
301232_CCC_2014B,2585,90,78,False
301298_FFF_2013B,170,10,40,False
301498_GGG_2014B,495,29,32,False
301561_FFF_2014J,431,24,43,False
301583_BBB_2013J,399,27,12,False
301967_AAA_2014J,193,32,25,False
301987_BBB_2013J,943,89,38,False
302071_FFF_2013J,1,1,1,True
302145_GGG_2014J,605,31,45,False
302302_AAA_2013J,513,24,42,False
302363_EEE_2014J,488,14,21,False
302476_AAA_2014J,1766,133,68,False
302522_GGG_2014J,310,26,29,False
302566_FFF_2013J,1101,36,103,False
30268_AAA_2013J,281,12,22,False
302924_FFF_2013B,2813,81,147,False
303141_DDD_2014J,7633,250,198,False
303165_BBB_2014J,1782,82,85,False
303165_GGG_2013J,1340,58,54,False
303218_CCC_2014J,1398,85,103,False
303288_FFF_2013B,376,26,43,False
303331_BBB_2013J,930,73,25,False
303341_DDD_2014J,39,3,13,False
303521_AAA_2014J,4229,181,105,False
303582_DDD_2013J,429,44,66,False
303595_FFF_2013B,5800,205,202,False
303617_BBB_2013J,248,20,27,False
303617_BBB_2014J,327,30,43,False
303937_FFF_2013J,2,1,1,True
303985_AAA_2014J,381,24,27,False
304069_BBB_2013J,91,11,20,False
304106_GGG_2014B,28,8,6,False
304240_FFF_2013J,987,51,72,False
304465_AAA_2014J,3420,194,100,False
304500_FFF_2014B,139,7,24,False
304589_FFF_2013J,4045,175,215,False
304607_BBB_2014B,238,55,12,False
304734_DDD_2013B,667,54,104,False
304893_DDD_2013B,181,29,39,False
305036_CCC_2014J,208,11,16,False
305036_EEE_2013J,532,33,28,False
305064_FFF_2014J,4682,163,171,False
305152_AAA_2013J,146,11,17,False
305173_BBB_2013J,41,2,17,False
305313_DDD_2013B,31,6,13,False
30531_FFF_2014B,1367,54,66,False
305373_BBB_2014B,320,32,26,False
305386_AAA_2013J,1277,85,81,False
30549_DDD_2013J,137,21,29,False
305535_DDD_2013J,143,18,18,False
305539_AAA_2013J,68,6,13,False
305659_FFF_2014J,1540,55,103,False
305702_DDD_2013B,179,24,43,False
305702_DDD_2013J,173,18,56,False
305783_CCC_2014B,68,9,11,False
305783_EEE_2013J,2215,152,57,False
305792_GGG_2014B,1436,50,60,False
305812_BBB_2013J,97,3,11,False
305858_FFF_2013J,1754,117,75,False
305876_CCC_2014B,383,35,28,False
305876_FFF_2014B,1099,63,103,False
305909_BBB_2014J,1467,77,93,False
305918_FFF_2014B,1482,60,92,False
305935_BBB_2013J,53,5,10,False
305945_BBB_2013B,12,2,4,True
306107_AAA_2013J,987,81,63,False
306150_EEE_2013J,2565,94,67,False
306202_CCC_2014J,1565,93,69,False
306466_AAA_2013J,1220,110,68,False
306478_BBB_2014J,637,43,54,False
306610_GGG_2013J,1015,60,62,False
306646_AAA_2014J,144,19,18,False
306880_BBB_2014J,128,10,16,False
306886_BBB_2013B,155,20,27,False
306897_AAA_2013J,2714,189,83,False
306944_DDD_2014B,425,27,51,False
306964_BBB_2013J,536,61,52,False
306984_BBB_2013B,102,5,24,False
307061_AAA_2013J,1081,87,69,False
307116_DDD_2014J,664,54,87,False
307158_DDD_2013B,266,25,35,False
307230_BBB_2013J,193,14,17,False
307245_FFF_2013J,1277,62,86,False
307290_DDD_2013B,464,39,63,False
307291_DDD_2013B,1169,52,144,False
307297_CCC_2014J,133,6,23,False
307386_BBB_2014B,230,33,21,False
307676_FFF_2013J,480,15,40,False
307689_FFF_2013B,5722,197,199,False
307866_AAA_2013J,1476,76,74,False
307932_DDD_2013B,232,15,34,False
307932_DDD_2013J,29,10,8,False
307953_EEE_2014J,1070,73,73,False
308231_DDD_2013J,370,30,23,False
308345_BBB_2014B,479,21,16,False
308359_BBB_2013J,75,6,11,False
308363_FFF_2013B,2813,151,100,False
308391_CCC_2014B,33,5,7,False
308391_EEE_2014B,177,10,12,False
308509_BBB_2013J,41,7,9,False
30850_CCC_2014J,1992,130,71,False
308589_DDD_2013B,270,35,41,False
308703_BBB_2013J,319,21,23,False
308707_DDD_2013J,500,39,63,False
308767_DDD_2013B,460,27,58,False
308775_BBB_2014J,1430,85,93,False
308807_GGG_2014J,523,40,40,False
308850_BBB_2014J,114,5,23,False
308852_BBB_2013J,56,4,9,False
308918_CCC_2014B,257,10,24,False
308953_CCC_2014J,926,36,36,False
309048_FFF_2013B,322,12,55,False
309118_CCC_2014B,1152,116,67,False
309142_AAA_2014J,560,46,48,False
309150_FFF_2013J,250,12,34,False
309175_BBB_2013B,188,11,12,False
309258_DDD_2013J,173,10,47,False
309258_DDD_2014B,4,2,2,True
309350_DDD_2014J,1500,73,117,False
309580_DDD_2013B,5571,250,228,False
309709_BBB_2013B,420,60,36,False
309734_BBB_2013B,701,65,76,False
309756_DDD_2014B,773,61,59,False
309893_FFF_2013J,2478,125,176,False
310088_CCC_2014B,270,40,27,False
310125_BBB_2013J,188,8,22,False
31014_BBB_2013J,531,47,20,False
310205_FFF_2014J,2693,81,132,False
310280_CCC_2014J,1115,88,52,False
310412_AAA_2014J,2276,110,72,False
310646_FFF_2013J,2228,68,145,False
310765_CCC_2014J,1002,93,96,False
310865_DDD_2013B,160,9,14,False
310933_BBB_2013J,417,36,31,False
310968_EEE_2014J,1526,78,54,False
311042_BBB_2013B,59,8,3,False
31107_GGG_2014B,3796,209,57,False
311117_DDD_2013B,402,24,71,False
311117_DDD_2013J,421,19,96,False
311151_FFF_2013J,227,8,47,False
311158_GGG_2013J,690,50,40,False
311235_AAA_2014J,1168,53,69,False
311332_CCC_2014J,472,20,24,False
311474_DDD_2013J,99,15,11,False
311599_BBB_2014B,331,43,42,False
311616_CCC_2014B,2414,152,89,False
31161_CCC_2014J,2790,185,130,False
311659_AAA_2014J,112,7,20,False
31173_DDD_2013J,858,57,72,False
311845_EEE_2013J,3767,129,68,False
311862_CCC_2014J,451,27,25,False
311877_DDD_2013J,718,74,64,False
311889_BBB_2014B,266,18,30,False
311917_AAA_2013J,2225,145,84,False
31205_GGG_2014J,381,26,27,False
312061_CCC_2014J,928,41,55,False
312126_FFF_2014J,666,29,49,False
312141_BBB_2013B,72,9,9,False
312231_FFF_2014J,833,20,74,False
312518_DDD_2013B,63,7,18,False
312537_AAA_2013J,12459,271,111,False
31269_DDD_2013J,300,21,56,False
31269_DDD_2014B,559,32,95,False
312760_FFF_2013J,1549,70,72,False
312761_DDD_2014B,1130,116,107,False
312782_AAA_2013J,281,46,30,False
312886_CCC_2014B,10,2,4,True
312960_FFF_2014J,1050,73,69,False
31296_FFF_2014J,1006,43,62,False
313206_FFF_2013J,512,17,36,False
313243_FFF_2014B,3327,113,194,False
313246_BBB_2014B,183,22,23,False
313501_EEE_2013J,1780,56,61,False
313561_DDD_2014J,6790,266,219,False
313700_FFF_2013J,3620,115,171,False
313756_FFF_2014B,1681,47,128,False
313810_BBB_2013B,724,94,90,False
313925_GGG_2014J,469,23,44,False
313937_AAA_2014J,6880,243,97,False
313975_FFF_2013B,3851,120,214,False
314252_BBB_2014J,1076,58,79,False
314507_FFF_2013B,3384,193,121,False
314548_FFF_2013B,1460,84,95,False
314555_CCC_2014B,169,8,23,False
314675_BBB_2014J,409,37,37,False
314776_FFF_2013J,4062,134,159,False
314801_BBB_2014J,594,39,67,False
314850_BBB_2013J,555,37,47,False
314956_CCC_2014J,575,51,35,False
314956_DDD_2013J,654,68,57,False
315025_FFF_2014B,3536,128,164,False
315076_AAA_2014J,1435,109,69,False
315082_DDD_2013J,37,3,16,False
315105_BBB_2013J,737,85,74,False
315186_BBB_2013B,787,66,58,False
315322_CCC_2014B,260,37,27,False
315388_DDD_2013J,165,9,38,False
315517_DDD_2013J,419,21,70,False
315517_DDD_2014B,195,24,25,False
315625_DDD_2013J,708,44,73,False
315723_DDD_2014B,5,1,4,True
315728_CCC_2014B,1490,115,69,False
